Player,Debut,Last Active,YOE,Retired,Position,Team,League,Total Games,Career PPG,Career RPG,Career APG,Career FG%,Career FG3%,Career FT%,Career eFG%,PER,Total WS,Hall of Fame,Year Inducted,All-Stars,Scoring Champs,Rebound Champs,Assist Champs,Steal Champs,Block Champs,NBA Champs,All-NBA,All-Rookie,ROY,All-Defensive,Most Improved,Sixth Man,AS MVPs,DPOYs,MVPs,Finals MVPs,NBA 75th Anniv. Team
Thales McReynolds,1965,1966,1,1,NA,BAL,NBA,5,0.6,1.2,0.2,8.3,0,50.0,0,-3.3,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh McRoberts,2007,2018,11,1,PF,IND,NBA,433,5.4,3.9,2.1,46.3,34.0,70.5,51.3,13.2,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric McWilliams,1972,1973,1,1,PF,HOU,NBA,44,2.0,1.4,0.1,34.7,0,48.6,0,5.9,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
George Mearns,1946,1948,2,1,NA,PRO,BAA,81,5.5,-,0.6,25.5,0,68.4,0,-,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stanislav Medvedenko,2000,2007,7,1,PF,LAL,NBA,263,5.3,2.8,0.5,45.0,15.4,74.0,45.1,13.3,6.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Darnell Mee,1993,1995,2,1,SG,DEN,NBA,40,1.9,0.9,0.5,31.2,22.2,44.4,34.4,6.5,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jodie Meeks,2009,2019,10,0,SG,PHI,NBA,539,9.3,2.1,1.1,42.0,37.3,87.9,51.7,12.8,24.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliff Meely,1971,1976,5,1,PF,HOU,NBA,318,8.4,5.4,1.3,41.7,0,67.5,0,12.3,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott Meents,1989,1991,2,1,PF,OKC,NBA,39,1.8,1.0,0.4,36.1,100.0,70.4,36.8,11.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dick Mehen,1949,1952,3,1,PF,WAT,NBA,193,10.7,3.9,2.5,38.1,0,70.9,0,10.7,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monk Meineke,1952,1958,5,1,PF,DET,NBA,343,6.8,4.7,1.3,36.7,0,75.6,0,13.5,14.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Carl Meinhold,1947,1949,2,1,NA,BLB,BAA,98,5.3,-,0.6,31.6,0,62.8,0,-,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salah Mejri,2015,2019,4,0,C,DAL,NBA,204,3.4,4.0,0.5,60.3,29.3,59.0,61.6,16.3,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gal Mekel,2013,2015,2,1,PG,DAL,NBA,35,2.3,0.8,2.2,31.1,21.7,66.7,33.5,4.8,-0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bill Melchionni,1966,1976,9,1,PG,NYA,ABA,646,10.6,2.0,5.0,45.9,23.6,80.9,46.2,13.8,28.8,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Gary Melchionni,1973,1975,2,1,PG,PHO,NBA,137,7.8,2.4,2.2,44.4,0,83.1,0,12.6,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicolò Melli,2019,2021,2,0,PF,NOP,NBA,105,5.0,2.9,1.2,39.2,31.6,74.5,49.1,10.1,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fab Melo,2012,2013,1,1,C,BOS,NBA,6,1.2,0.5,0.0,50.0,-,25.0,50.0,4.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De'Anthony Melton,2018,2022,4,0,PG,MEM,NBA,234,8.4,3.6,2.8,41.0,36.1,76.6,49.4,13.7,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ed Melvin,1946,1947,1,1,NA,PIT,BAA,57,4.9,-,0.6,26.3,0,65.4,0,-,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dean Meminger,1971,1977,6,1,SG,NYK,NBA,416,6.1,2.6,2.5,47.5,0,62.7,0,12.1,16.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Chuck Mencel,1955,1957,2,1,PG,LAL,NBA,141,7.0,2.5,2.4,34.1,0,76.5,0,11.8,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Mengelt,1971,1981,10,1,SG,DET,NBA,636,9.8,1.9,2.1,47.9,0.0,80.9,47.9,14.6,27.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ken Menke,1949,1950,1,1,NA,WAT,NBA,6,2.5,-,1.2,35.3,0,37.5,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pops Mensah-Bonsu,2006,2011,4,1,PF,TOR,NBA,61,3.0,3.0,0.2,41.0,0.0,58.9,41.0,12.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dewitt Menyard,1967,1968,1,1,C,HSM,ABA,71,9.1,7.8,1.2,37.0,-,66.5,37.0,12.0,1.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ron Mercer,1997,2005,8,1,SG,BOS,NBA,432,13.6,3.1,2.1,42.9,25.0,80.8,43.4,12.5,9.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Joe Meriweather,1975,1985,10,1,C,KCK,NBA,670,8.1,5.6,0.9,51.1,33.3,68.7,51.1,12.7,27.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Porter Meriwether,1962,1963,1,1,PG,PHI,NBA,31,3.8,0.9,1.4,39.3,0,69.7,0,12.4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam Merrill,2020,2022,2,0,SG,MIL,NBA,36,3.2,1.0,0.7,41.7,40.0,75.0,56.3,11.0,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tom Meschery,1961,1971,10,1,PF,GSW,NBA,778,12.7,8.6,1.7,44.1,0,74.5,0,13.2,43.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chimezie Metu,2018,2022,4,0,C,SAS,NBA,142,6.1,3.6,0.8,46.3,30.7,75.9,51.1,13.6,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bill Meyer,1967,1968,1,1,NA,PTP,ABA,7,3.1,0.7,0.1,45.5,-,100.0,45.5,11.8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loren Meyer,1995,1999,3,1,PF,DAL,NBA,140,4.6,3.4,0.6,43.2,34.8,69.6,43.9,8.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dave Meyers,1975,1980,4,1,PF,MIL,NBA,281,11.2,6.3,2.3,46.1,20.0,67.6,46.1,14.1,13.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stan Miasek,1946,1953,6,1,PF,CHS,NBA,365,10.6,7.6,1.4,33.0,0,62.8,0,15.4,31.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Larry Micheaux,1983,1985,2,1,PF,KCK,NBA,96,3.4,2.7,0.5,56.7,0.0,61.0,56.7,15.3,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan Mickey,2015,2018,3,1,PF,BOS,NBA,64,2.4,2.0,0.3,44.9,11.8,60.5,45.7,10.9,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Khris Middleton,2012,2022,10,0,SF,MIL,NBA,651,17.1,4.9,3.8,45.8,39.2,88.1,52.7,16.7,50.7,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Red Mihalik,1946,1947,1,1,NA,PIT,BAA,7,0.9,-,0.0,33.3,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Mihm,2000,2009,8,1,C,CLE,NBA,436,7.5,5.3,0.5,45.9,23.1,70.4,45.9,13.4,13.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Eric Mika,2019,2020,1,0,C,SAC,NBA,1,6.0,7.0,0.0,66.7,-,100.0,66.7,13.9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ed Mikan,1948,1954,6,1,C,GSW,NBA,323,6.7,5.5,0.9,32.0,0,75.6,0,10.7,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
George Mikan,1948,1956,7,1,C,LAL,NBA,439,23.1,13.4,2.8,40.4,0,78.2,0,27.1,108.7,1,1959,4,3,1,0,0,0,5,6,0,0,0,0,0,1,0,0,0,1
Larry Mikan,1970,1971,1,1,SF,CLE,NBA,53,3.0,2.6,0.8,33.3,0,61.8,0,8.4,-0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vern Mikkelsen,1949,1959,10,1,PF,LAL,NBA,699,14.4,9.4,2.2,40.3,0,76.6,0,18.7,83.4,1,1995,6,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0
Al Miksis,1949,1950,1,1,NA,WAT,NBA,8,3.4,-,0.5,23.8,0,81.0,0,-,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron Miles,2005,2006,1,1,PG,GSW,NBA,19,0.8,0.7,1.3,33.3,-,100.0,33.3,6.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C.J. Miles,2005,2022,16,0,SF,UTA,NBA,849,9.6,2.4,1.1,41.1,35.8,80.9,50.0,13.1,30.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darius Miles,2000,2009,7,1,SF,POR,NBA,446,10.1,4.9,1.9,47.2,16.8,59.0,47.4,13.9,9.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Eddie Miles,1963,1972,9,1,SG,DET,NBA,605,13.4,3.1,2.0,44.0,0,74.7,0,13.7,24.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marko Milič,1997,1999,2,1,SF,PHO,NBA,44,2.5,0.7,0.3,56.0,42.9,64.7,57.7,14.9,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darko Miličić,2003,2013,10,1,C,DET,NBA,468,6.0,4.2,0.9,46.0,0.0,57.4,46.0,12.3,7.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Nat Militzok,1946,1947,1,1,NA,NYK,BAA,57,4.3,-,0.7,26.2,0,57.1,0,-,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andre Miller,1999,2016,17,1,PG,DEN,NBA,1304,12.5,3.7,6.5,46.1,21.7,80.7,46.8,17.4,100.8,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Anthony Miller,1994,2005,8,1,PF,ATL,NBA,181,2.8,2.7,0.4,51.0,25.0,57.6,51.3,13.6,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bill Miller,1948,1949,1,1,NA,CHS,BAA,28,1.9,-,0.7,29.2,0,55.0,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bob Miller,1983,1984,1,1,PF,SAS,NBA,2,2.0,2.5,0.5,66.7,-,-,66.7,25.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brad Miller,1998,2012,14,1,C,SAC,NBA,868,11.2,7.1,2.8,48.0,33.0,80.4,49.4,17.5,76.5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darius Miller,2012,2021,6,0,SF,NOP,NBA,271,5.9,1.6,1.4,41.9,38.3,84.0,55.2,8.7,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dick Miller,1980,1981,1,1,SF,IND,NBA,8,1.0,0.9,0.6,44.4,0.0,-,44.4,3.3,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eddie Miller,1952,1954,2,1,C,BLB,NBA,142,10.2,8.5,1.5,37.4,0,69.2,0,18.2,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry Miller,1946,1947,1,1,NA,TRH,BAA,53,2.9,-,0.8,22.3,0,43.9,0,-,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jay Miller,1967,1971,4,1,SF,INA,ABA,117,5.5,1.8,0.4,41.5,0.0,71.7,41.5,11.9,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Larry Miller,1968,1975,7,1,SG,CAR,ABA,486,13.6,5.0,2.4,43.2,24.8,72.4,43.9,13.5,19.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Malcolm Miller,2017,2020,3,0,SF,TOR,NBA,53,2.0,0.7,0.3,43.4,40.6,62.5,59.0,8.8,0.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mike Miller,2000,2017,17,1,SF,MEM,NBA,1032,10.6,4.2,2.6,45.9,40.7,76.9,55.0,14.3,60.7,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0
Oliver Miller,1992,2004,9,1,C,PHO,NBA,493,7.4,5.9,2.2,53.4,11.6,63.9,53.5,15.2,21.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quincy Miller,2012,2015,3,1,PF,DEN,NBA,69,4.3,2.4,0.5,35.0,29.2,70.6,40.4,8.4,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reggie Miller,1987,2005,18,1,SG,IND,NBA,1389,18.2,3.0,3.0,47.1,39.5,88.8,54.4,18.4,174.4,1,2012,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1
Walt Miller,1946,1947,1,1,NA,PIT,BAA,12,1.9,-,0.5,33.3,0,50.0,0,-,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Mills,1993,2003,10,1,SF,GSW,NBA,568,11.2,4.9,1.9,43.2,35.1,81.7,47.1,13.3,37.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Mills,1946,1947,1,1,NA,PIT,BAA,47,3.9,-,0.2,29.4,0,55.0,0,-,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patty Mills,2009,2022,13,0,PG,SAS,NBA,819,9.2,1.7,2.3,42.6,38.9,85.5,54.1,13.7,35.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Terry Mills,1990,2001,11,1,PF,DET,NBA,678,10.6,5.4,1.3,45.7,38.4,78.1,50.0,14.7,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elijah Millsap,2014,2017,3,1,SG,UTA,NBA,69,4.2,2.8,1.1,32.7,27.9,67.9,37.9,7.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul Millsap,2006,2022,16,0,PF,UTA,NBA,1085,13.4,7.1,2.2,48.9,34.1,73.6,51.3,18.7,95.4,0,0,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Shake Milton,2018,2022,4,0,SG,PHI,NBA,177,9.6,2.3,2.5,44.5,36.1,81.5,51.0,13.1,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harold Miner,1992,1996,4,1,SG,MIA,NBA,200,9.0,2.2,1.2,46.0,31.1,78.5,46.8,12.6,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yao Ming,2002,2011,8,1,C,HOU,NBA,486,19.0,9.2,1.6,52.4,20.0,83.3,52.5,23.0,65.9,1,2016,8,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0
Dirk Minniefield,1985,1988,3,1,PG,CLE,NBA,222,5.3,1.7,3.8,47.0,27.2,73.9,48.1,11.4,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dave Minor,1951,1953,2,1,SG,BLB,NBA,116,7.6,4.5,2.5,36.0,0,75.4,0,11.8,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greg Minor,1994,1999,5,1,SG,BOS,NBA,277,6.9,2.7,1.4,47.8,22.6,76.7,48.5,12.9,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark Minor,1972,1973,1,1,SF,BOS,NBA,4,1.3,1.0,0.5,25.0,0,75.0,0,6.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nikola Mirotić,2014,2019,5,0,PF,CHI,NBA,319,12.3,5.9,1.3,42.3,35.9,80.8,52.2,16.7,20.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Wat Misaka,1947,1948,1,1,NA,NYK,BAA,3,2.3,-,0.0,23.1,0,33.3,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jason Miskiri,1999,2000,1,1,PG,CHO,NBA,1,0.0,0.0,1.0,0.0,0.0,-,0.0,-12.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Davion Mitchell,2021,2022,1,0,PG,SAC,NBA,74,11.4,2.2,4.0,41.9,31.3,64.9,47.8,10.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Donovan Mitchell,2017,2022,5,0,SG,UTA,NBA,345,23.9,4.2,4.5,44.1,36.1,83.3,51.2,18.9,28.9,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Leland Mitchell,1967,1968,1,1,SG,NOB,ABA,78,4.1,2.3,0.9,34.9,27.6,65.9,37.9,3.7,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Mitchell,1978,1988,10,1,SF,SAS,NBA,759,19.8,5.6,1.3,49.3,21.6,77.9,49.4,16.7,50.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Murray Mitchell,1949,1950,1,1,NA,AND,NBA,2,1.0,-,1.0,33.3,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam Mitchell,1989,2002,13,1,SF,MIN,NBA,994,8.7,3.7,1.1,44.7,22.3,78.4,45.1,12.6,41.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Todd Mitchell,1988,1989,1,1,SF,MIA,NBA,24,5.1,2.1,0.9,44.3,-,57.8,44.3,7.5,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tony Mitchell,2013,2014,1,1,SF,MIL,NBA,3,2.0,0.3,0.3,60.0,0.0,-,60.0,30.9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tony Mitchell,2013,2014,1,1,PF,DET,NBA,21,1.0,1.2,0.1,41.7,100.0,57.9,45.8,18.1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Naz Mitrou-Long,2017,2020,3,0,SG,UTA,NBA,20,1.7,0.7,1.2,34.2,20.8,100.0,40.8,5.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steve Mix,1969,1983,13,1,SF,PHI,NBA,788,10.6,5.3,1.8,49.9,28.6,80.3,49.9,16.2,57.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bill Mlkvy,1952,1953,1,1,SF,GSW,NBA,31,5.8,3.3,2.0,30.5,0,64.6,0,9.5,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuttino Mobley,1998,2009,11,1,SG,HOU,NBA,747,16.0,3.9,2.7,43.3,37.8,83.5,48.7,14.4,52.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Eric Mobley,1994,1997,3,1,C,MIL,NBA,113,3.9,3.1,0.5,54.1,75.0,47.5,54.5,10.6,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evan Mobley,2021,2022,1,0,PF,CLE,NBA,68,14.9,8.2,2.5,50.7,25.0,66.5,52.1,15.9,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doug Moe,1967,1972,5,1,SF,VIR,ABA,378,16.3,6.8,3.2,42.8,21.3,80.0,43.0,16.2,25.5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Larry Moffett,1977,1978,1,1,SF,HOU,NBA,20,0.8,1.1,0.4,29.4,0,60.0,0,4.0,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leo Mogus,1946,1951,4,1,NA,GSW,BAA,231,8.5,1.8,1.4,33.2,0,71.6,0,-,21.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nazr Mohammed,1998,2016,18,1,C,ATL,NBA,1005,5.8,4.7,0.4,48.6,0.0,64.0,48.6,15.0,34.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Jérôme Moïso,2000,2005,5,1,C,TOR,NBA,145,2.7,2.7,0.3,48.9,0.0,59.3,48.9,12.1,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul Mokeski,1979,1991,12,1,C,MIL,NBA,694,4.0,3.4,0.7,45.1,21.6,69.4,45.3,8.9,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam Mokoka,2019,2021,2,0,SF,CHI,NBA,25,1.9,0.6,0.4,40.4,28.0,40.0,47.9,6.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack Molinas,1953,1954,1,1,SF,DET,NBA,32,11.6,7.1,1.6,39.0,0,75.9,0,19.3,3.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wayne Molis,1966,1968,2,1,C,NYK,ABA,59,4.7,3.3,0.7,41.7,66.7,64.9,42.0,17.8,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sidney Moncrief,1979,1991,11,1,SG,MIL,NBA,767,15.6,4.7,3.6,50.2,28.4,83.1,50.9,18.7,90.3,1,2019,5,0,0,0,0,0,0,5,0,0,5,0,0,0,2,0,0,0
Eric Money,1974,1980,6,1,PG,DET,NBA,426,12.2,2.1,3.8,49.4,-,74.8,49.4,14.5,14.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sergei Monia,2005,2006,1,1,SF,POR,NBA,26,3.0,2.0,0.7,33.3,26.5,71.4,38.5,6.3,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malik Monk,2017,2022,5,0,SG,CHO,NBA,308,10.2,2.3,2.0,42.3,35.4,82.7,51.6,12.8,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Earl Monroe,1967,1980,13,1,SG,NYK,NBA,926,18.8,3.0,3.9,46.4,-,80.7,46.4,17.2,77.4,1,1990,4,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
Greg Monroe,2010,2022,10,0,C,DET,NBA,645,13.0,8.2,2.1,51.4,5.9,70.3,51.4,20.1,50.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Rodney Monroe,1991,1992,1,1,SG,ATL,NBA,38,3.4,0.9,0.7,36.8,22.2,82.6,38.9,8.8,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luis Montero,2015,2018,2,1,SG,POR,NBA,14,1.0,0.4,0.1,25.0,11.1,75.0,27.5,-4.8,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Howie Montgomery,1962,1963,1,1,SF,GSW,NBA,20,7.2,3.5,1.1,42.5,0,60.9,0,9.9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric Montross,1994,2002,8,1,C,DET,NBA,465,4.5,4.6,0.4,49.0,0.0,47.8,49.0,9.1,8.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Moses Moody,2021,2022,1,0,SG,GSW,NBA,51,4.4,1.5,0.4,43.3,35.8,77.8,54.2,10.5,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamario Moon,2007,2012,5,1,SF,TOR,NBA,286,6.3,4.3,1.0,46.1,32.9,80.3,51.8,13.1,14.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Xavier Moon,2021,2022,1,0,SG,LAC,NBA,9,4.6,1.2,1.9,42.5,36.4,60.0,47.5,13.1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jim Mooney,1952,1953,1,1,SF,GSW,NBA,18,7.5,3.9,1.9,36.5,0,67.5,0,9.5,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Mooney,2019,2022,2,0,SG,CLE,NBA,5,0.4,0.6,0.2,20.0,0.0,-,20.0,5.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andre Moore,1987,1988,1,1,"PF,SF",DEN,NBA,10,2.4,1.4,0.6,33.3,-,75.0,33.3,12.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben Moore,2017,2018,1,1,PF,IND,NBA,2,0.0,0.5,0.5,-,-,-,-,-2.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E'Twaun Moore,2011,2021,10,0,SG,NOP,NBA,598,7.9,2.0,1.8,45.5,38.8,74.2,52.1,11.4,14.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene Moore,1968,1975,7,1,C,KEN,ABA,465,12.0,9.4,1.4,46.7,30.3,67.9,46.8,15.8,24.8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
